0,0,0,-0.163690476,-0.071428571,-0.255952381,-0.238095238,-0.19047619,-0.336309524,-0.113095238,-0.389880952,-0.235119048,-0.529761905,-0.294642857,-0.717261905,-0.324404762,-0.833333333,-0.345238095,-0.931547619,-0.098214286,-0.538690476,-0.05952381,-0.75297619,-0.026785714,-0.889880952,0.005952381,-1,0.014880952,-0.482142857,0,-0.511904762,-0.05952381,-0.392857143,-0.095238095,-0.303571429,0.095238095,-0.386904762,0.038690476,-0.360119048,-0.020833333,-0.273809524,-0.05952381,-0.211309524
0,0,0,-0.165680473,-0.073964497,-0.23964497,-0.24852071,-0.153846154,-0.357988166,-0.059171598,-0.420118343,-0.230769231,-0.523668639,-0.292899408,-0.704142012,-0.325443787,-0.822485207,-0.349112426,-0.920118343,-0.097633136,-0.535502959,-0.062130178,-0.75147929,-0.035502959,-0.890532544,-0.00887574,-1,0.014792899,-0.476331361,0.032544379,-0.550295858,-0.023668639,-0.414201183,-0.062130178,-0.316568047,0.097633136,-0.378698225,0.071005917,-0.375739645,0.017751479,-0.275147929,-0.020710059,-0.204142012
0,0,0,-0.175595238,-0.101190476,-0.232142857,-0.264880952,-0.133928571,-0.375,-0.041666667,-0.455357143,-0.229166667,-0.529761905,-0.285714286,-0.720238095,-0.31547619,-0.845238095,-0.345238095,-0.949404762,-0.104166667,-0.526785714,-0.050595238,-0.744047619,-0.017857143,-0.886904762,0.014880952,-1,-0.005952381,-0.452380952,0.053571429,-0.511904762,-0.011904762,-0.37797619,-0.06547619,-0.306547619,0.071428571,-0.342261905,0.098214286,-0.375,0.041666667,-0.276785714,-0.011904762,-0.223214286
0,0,0,-0.171686747,-0.081325301,-0.222891566,-0.240963855,-0.111445783,-0.361445783,-0.021084337,-0.445783133,-0.213855422,-0.518072289,-0.268072289,-0.710843373,-0.301204819,-0.834337349,-0.325301205,-0.942771084,-0.084337349,-0.530120482,-0.036144578,-0.75,-0.003012048,-0.888554217,0.030120482,-1,0.021084337,-0.469879518,0.075301205,-0.518072289,0.003012048,-0.38253012,-0.051204819,-0.304216867,0.09939759,-0.36746988,0.11746988,-0.373493976,0.051204819,-0.274096386,-0.009036145,-0.21686747
0,0,0,-0.169811321,-0.088050314,-0.204402516,-0.242138365,-0.059748428,-0.323899371,0.075471698,-0.383647799,-0.166666667,-0.528301887,-0.20754717,-0.732704403,-0.235849057,-0.864779874,-0.257861635,-0.977987421,-0.012578616,-0.537735849,0.050314465,-0.748427673,0.088050314,-0.883647799,0.125786164,-1,0.094339623,-0.465408805,0.125786164,-0.452830189,0.056603774,-0.336477987,0.006289308,-0.286163522,0.169811321,-0.358490566,0.157232704,-0.295597484,0.088050314,-0.213836478,0.031446541,-0.182389937
0,0,0,-0.140127389,-0.085987261,-0.152866242,-0.222929936,-0.006369427,-0.267515924,0.130573248,-0.296178344,-0.079617834,-0.522292994,-0.082802548,-0.73566879,-0.082802548,-0.878980892,-0.085987261,-1,0.066878981,-0.50955414,0.178343949,-0.710191083,0.26433121,-0.840764331,0.328025478,-0.952229299,0.168789809,-0.433121019,0.23566879,-0.433121019,0.156050955,-0.302547771,0.085987261,-0.229299363,0.232484076,-0.331210191,0.25477707,-0.312101911,0.181528662,-0.219745223,0.114649682,-0.168789809
0,0,0,-0.121405751,-0.099041534,-0.137380192,-0.239616613,0.003194888,-0.277955272,0.134185304,-0.297124601,-0.047923323,-0.533546326,-0.047923323,-0.744408946,-0.051118211,-0.884984026,-0.047923323,-1,0.092651757,-0.511182109,0.207667732,-0.709265176,0.287539936,-0.837060703,0.3514377,-0.939297125,0.191693291,-0.431309904,0.287539936,-0.460063898,0.201277955,-0.3514377,0.127795527,-0.268370607,0.252396166,-0.319488818,0.258785942,-0.303514377,0.182108626,-0.226837061,0.111821086,-0.169329073
0,0,0,-0.117834395,-0.092356688,-0.124203822,-0.21656051,0.012738854,-0.267515924,0.136942675,-0.299363057,-0.057324841,-0.531847134,-0.060509554,-0.738853503,-0.070063694,-0.878980892,-0.073248408,-1,0.089171975,-0.522292994,0.181528662,-0.72611465,0.251592357,-0.856687898,0.308917197,-0.968152866,0.191082803,-0.445859873,0.280254777,-0.48089172,0.207006369,-0.378980892,0.140127389,-0.302547771,0.257961783,-0.340764331,0.26433121,-0.340764331,0.197452229,-0.270700637,0.136942675,-0.219745223
0,0,0,-0.151612903,-0.119354839,-0.148387097,-0.261290323,-0.003225806,-0.309677419,0.125806452,-0.338709677,-0.064516129,-0.519354839,-0.096774194,-0.732258065,-0.122580645,-0.874193548,-0.132258065,-0.993548387,0.090322581,-0.506451613,0.161290323,-0.725806452,0.216129032,-0.877419355,0.270967742,-1,0.193548387,-0.429032258,0.238709677,-0.509677419,0.161290323,-0.432258065,0.1,-0.358064516,0.248387097,-0.325806452,0.212903226,-0.358064516,0.148387097,-0.322580645,0.103225806,-0.283870968
0,0,0,-0.144694534,-0.093247588,-0.160771704,-0.234726688,-0.028938907,-0.295819936,0.096463023,-0.334405145,-0.115755627,-0.533762058,-0.144694534,-0.739549839,-0.173633441,-0.877813505,-0.186495177,-0.993569132,0.035369775,-0.530546624,0.112540193,-0.742765273,0.167202572,-0.884244373,0.218649518,-1,0.147909968,-0.459807074,0.196141479,-0.508038585,0.109324759,-0.40192926,0.048231511,-0.324758842,0.218649518,-0.356913183,0.176848875,-0.340836013,0.106109325,-0.279742765,0.057877814,-0.237942122
